class,n_samp_obs,Limu_MA,CCA_MA,Coral_MA,FC_LimuVCoral,FC_LimuVCCA,FC_CoralVCCA,tuk_Coral_CCA_diff,tuk_Coral_CCA_p,tuk_Limu_CCA_diff,tuk_Limu_CCA_p,tuk_Limu_Coral_diff,tuk_Limu_Coral_p,f_stat,sum_of_sq,p_val,adj_p_val,sample_type_DA
AncK6_cl,52,0,0.0024962962962963,0.00344761904761905,-Inf,-Inf,0.465811185286055,0.00493107789389173,0.772969066021327,-0.0399862540735429,1.40437031211915e-05,-0.0449173319674346,1.34448186828173e-06,16.6526453319989,0.0306504638931285,7.02644930225698e-07,5.62115944180558e-06,CoralCCA
Bacteria_unclassified,89,0.0103424242424242,0.027137037037037,0.0353238095238095,-1.77206654998384,-1.39168881843556,0.38037773154828,0.0135521745144568,0.77434460556481,-0.0596117285363624,0.0266806191834678,-0.0731639030508192,0.00511847785431763,5.50532257181239,0.0770710553890865,0.00555125789674923,0.0125259152542034,CoralCCA
Bacteroidia,93,0.122678787878788,0.0356833333333333,0.0446266666666667,1.45890786190076,1.78156352231442,0.322655660413658,0.0210781189662526,0.59337586931326,0.177478423532028,9.2715590760406e-10,0.156400304565775,2.93525568295649e-08,28.8481863598372,0.476792454091155,2.08579005889884e-10,6.11831750610326e-09,Limu
Ignavibacteria,7,0,0.000162962962962963,5.71428571428571e-06,-Inf,-Inf,-4.8338271334188,-0.00415478700081301,0.0641998882841939,-0.00455886148854682,0.078011950923327,-0.000404074487733808,0.979628950197788,3.48946609719776,0.000412220136648045,0.0347080343283224,0.0663979787150516,NA
Rhodothermia,78,0.000751515151515152,0.00515925925925926,0.00662095238095238,-3.13916465811986,-2.77928984940936,0.359874808710493,0.00639600389786311,0.804467005831567,-0.0340053184896231,0.0116928083307727,-0.0404013223874862,0.00230689154391406,6.5215990686746,0.0239164419459326,0.00226486908338065,0.0055363466482638,CoralCCA
Bdellovibrionia,47,0.00238181818181818,0.000362962962962963,0.000535238095238095,2.15381058034535,2.71416904094841,0.560358460603064,0.00094087640337958,0.975849729396432,0.034130365149736,5.66373903332362e-09,0.0331894887463564,1.4614842447358e-08,26.8976780678566,0.0190525729493742,6.9565544836236e-10,1.53044198639719e-08,Limu
Oligoflexia,27,0.000445454545454546,0.000331481481481482,0.00146666666666667,-1.71919089243823,0.426349950377123,2.14554084281535,0.00654435641018266,0.556736710137814,0.00435547627947011,0.818111349826614,-0.00218888013071255,0.950968939759101,0.550918929074463,0.000781479953117908,0.578351275818428,0.628332250271872,NA
Campylobacteria,10,0.000124242424242424,0.000642592592592593,5.71428571428571e-06,4.4424409022046,-2.37074646515516,-6.81318736735976,-0.00844902728434153,0.0730942659031203,-0.00600948455486753,0.35269941804082,0.002439542729474,0.841880862611632,2.57725353455173,0.00132399144689739,0.0815814749955434,0.138060957684766,NA
Anaerolineae,86,0.0039030303030303,0.0379333333333333,0.0443390476190476,-3.50591121317612,-3.28079958282926,0.225111630346858,0.00375139350737691,0.988759480665922,-0.112734449635128,0.000830303132877019,-0.116485843142505,0.000578429647194345,9.06379089611444,0.22076771131356,0.000259281098663733,0.000713023021325265,CoralCCA
Chloroflexi_unclassified,55,9.09090909090909e-05,0.00126666666666667,0.00298285714285714,-5.03612650337485,-3.80046853647236,1.23565796690249,0.00986321138826368,0.318380912854458,-0.0243902681113294,0.00617791621816866,-0.0342534794995931,8.64026403389895e-05,9.84541271432548,0.0160985723111281,0.000135909313440126,0.000412414468370036,CoralCCA
Chloroflexia,52,3.03030303030303e-05,0.00108333333333333,0.000737142857142857,-4.60441026294938,-5.15987133677839,-0.555461073829011,-0.00755973282434966,0.176842251354611,-0.0251244911264631,3.19405304094467e-06,-0.0175647583021134,0.00130984359118902,13.8367584827639,0.00870442510185204,5.75930279282292e-06,3.15462591595663e-05,CoralCCA
Dehalococcoidia,56,3.03030303030303e-06,0.00428703703703704,0.0120457142857143,-11.9567702540507,-10.4663030953426,1.49046715870812,0.0302486457629674,0.0589957048203745,-0.0489485267985255,0.00412687616849583,-0.0791971725614929,2.59501555333053e-06,13.9657562737067,0.0847318540037469,5.2187781344261e-06,3.11599971961916e-05,CoralCCA
JG30-KF-CM66,46,0,0.000688888888888889,0.0010152380952381,-Inf,-Inf,0.559474896148491,0.00387669032543563,0.628350402276752,-0.0192630785874356,0.000358338641590739,-0.0231397689128712,1.87854249231734e-05,12.4052805098635,0.00779694926881541,1.74473777621501e-05,6.3973718461217e-05,CoralCCA
KD4-96,32,0.000293939393939394,0.000224074074074074,0.000108571428571429,1.43687422633006,0.391542987717548,-1.04533123861251,-0.00337345068781452,0.456570580324953,0.00301894095350596,0.615517676246958,0.00639239164132049,0.122256427436638,2.03087577451717,0.000570124320032509,0.137190851871221,0.219505362993954,NA
TK17,50,6.06060606060606e-06,0.00337222222222222,0.00598285714285714,-9.9471568293443,-9.12002182417182,0.827135005172472,0.0143954316708366,0.307958426316972,-0.0422379699645876,0.000774967273479366,-0.0566334016354243,6.51984628530222e-06,13.1706053606302,0.0445561918979805,9.61395020284737e-06,4.02870294214557e-05,CoralCCA
Cyanobacteriia,90,0.0947454545454545,0.161516666666667,0.0371466666666667,1.35082397380152,-0.769554406042303,-2.12037837984382,-0.156263150388289,0.0226487041093507,-0.0276295283383648,0.908295612652229,0.128633622049924,0.134673750361114,3.97492857139007,0.474326787002694,0.0221687707935366,0.0443375415870733,CCA
Vampirivibrionia,15,0.000403030303030303,9.44444444444444e-05,0.000156190476190476,1.36758182919077,2.09335047633471,0.725768647143934,0.00100825085086002,0.941897297436733,0.00656900750689454,0.149213834023263,0.00556075665603452,0.256808131870648,1.9193796826979,0.000637280666414933,0.152655108752042,0.231614647761719,NA
Dadabacteriia,87,0.00173939393939394,0.0099962962962963,0.0121028571428571,-2.79869104973014,-2.52280895198615,0.275882097743987,0.00484887295056216,0.89126563322374,-0.0543515152757633,6.05487130885818e-05,-0.0592003882263254,1.39997806882786e-05,13.6578480267068,0.0544932241209787,6.60522245451071e-06,3.22921986664968e-05,CoralCCA
Deinococci,54,0.000539393939393939,0.000759259259259259,0.000603809523809524,-0.16275420086534,-0.493253285734033,-0.330499084868693,-0.00114466593881015,0.965412108301305,0.00118722453778952,0.971281225340421,0.00233189047659967,0.894872403492253,0.102715160844809,7.47773394212123e-05,0.902489600159467,0.902489600159467,NA
Babeliae,5,0,3.51851851851852e-05,0.000295238095238095,-Inf,-Inf,3.068838876328,0.00419950711883554,0.239534185591042,-0.000988827184042823,0.939677612620505,-0.00518833430287837,0.19111447346253,1.98872148169976,0.000470140544771599,0.14283999945518,0.224462856286711,NA
Desulfarculia,7,0,0.000153703703703704,0,0,-Inf,-Inf,-0.004795090540539,0.0173904944099584,-0.004795090540539,0.0425100040908968,1.04702952657172e-18,1,4.8482257189083,0.000507327064893715,0.0100075185626218,0.0209681341312076,CCA
Desulfobacteria,30,0.000139393939393939,0.00110555555555556,0.000428571428571429,-1.62036783685236,-2.98753178240278,-1.36716394555042,-0.00640470358505629,0.445362515753799,-0.0109478295362051,0.166581147982703,-0.0045431259511488,0.731898648546958,1.78221010447464,0.00174734859882193,0.174152631604971,0.259753077648092,NA
Desulfobulbia,55,0.000363636363636364,0.00137962962962963,0.000822857142857143,-1.17814550824728,-1.92371263693599,-0.745567128688709,-0.00562728604404485,0.591306139583336,-0.0117238899337067,0.178360870507552,-0.00609660388966186,0.625102286350925,1.63003057268689,0.00190730627914124,0.201653893181122,0.271619271883407,NA
Desulfomonilia,4,0,0,0.000140952380952381,-Inf,0,Inf,0.00382475796917256,0.061173439919985,-1.54799976849319e-18,1,-0.00382475796917256,0.116834472794024,3.24800142769652,0.000319316239260005,0.0434503566676828,0.0813538592926826,NA
Desulfovibrionia,62,0.00053030303030303,0.0028,0.00127619047619048,-1.26695477520514,-2.40053792958373,-1.13358315437859,-0.0100529932118112,0.344009235835364,-0.0279360830380064,0.00270347910995039,-0.0178830898261952,0.0807645242679088,5.84610010912556,0.010663280991673,0.00410174777558693,0.00949878432241184,CCA
Desulfuromonadia,41,0.000560606060606061,0.000511111111111111,0.000106666666666667,2.39387793676638,0.133350386543158,-2.26052755022322,-0.00905324285792842,0.0274523058744426,0.00648142930769688,0.231620802648687,0.0155346721656253,0.00049268738825281,8.19191763847111,0.00346627139154589,0.00053890099180367,0.00143706931147645,CCALimu
Syntrophobacteria,1,0,3.7037037037037e-06,0,0,-Inf,-Inf,-0.000320757277758593,0.500738768768643,-0.000320757277758594,0.586566606019267,-9.75781955236954e-19,1,0.788018433179721,2.27011284402616e-06,0.457857060383824,0.50616533480578,NA
uncultured,7,0,2.96296296296296e-05,6.28571428571429e-05,-Inf,-Inf,1.0850361038558,0.00106300539137211,0.71654776873629,-0.00145128467452301,0.620631371684846,-0.00251429006589512,0.247301217439617,1.29659207067098,8.55868959363887e-05,0.278520435510239,0.350139976070015,NA
Entotheonellia,49,0,0.00287407407407407,0.00443619047619048,-Inf,-Inf,0.626224066521084,0.00738289533256141,0.691071399533471,-0.0390957442460188,0.000727618708449063,-0.0464786395785803,5.77473221332614e-05,11.0225577558914,0.0316412493454026,5.22674285674639e-05,0.000170353100516179,CoralCCA
Bacilli,22,0.0114727272727273,0.000127777777777778,0.025792380952381,-1.16873657111038,6.48842762173055,7.65716419284093,0.0386935580903889,0.462627004707759,0.0432206767594241,0.476937483656442,0.00452711866903516,0.991908619455088,0.967816193739864,0.0363625754256354,0.383829964594992,0.469125512282769,NA
Clostridia,88,0.00376363636363636,0.00842037037037037,0.00170095238095238,1.14578449140693,-1.16175644771904,-2.30754093912597,-0.0439927755152472,4.00544006617931e-05,-0.0436848560680933,0.00036469952623952,0.000307919447153915,0.999564251611153,13.1075941562114,0.0424737463282332,1.0094454683313e-05,4.03778187332521e-05,CCA
Firmicutes_unclassified,2,0,0.000112962962962963,0,0,-Inf,-Inf,-0.00250388232408315,0.245000847396894,-0.00250388232408315,0.337104955507279,-5.30329748370052e-18,1,1.61949705447489,0.000138331866384308,0.203714453912556,0.271619271883407,NA
Fusobacteriia,13,0.000151515151515152,0.000237037037037037,4.19047619047619e-05,1.8542759694451,-0.64565042742026,-2.49992639686536,-0.000681012400214889,0.966075065846443,0.00472134708519233,0.285519150688394,0.00540235948540722,0.198913199262255,1.66567821449835,0.000437760769897971,0.194837222138017,0.271619271883407,NA
AKAU4049,1,0,1.85185185185185e-06,0,0,-Inf,-Inf,-0.000226807125940037,0.500738768768641,-0.000226807125940038,0.586566606019267,-1.05709711817337e-19,1,0.788018433179724,1.13503119696746e-06,0.457857060383823,0.50616533480578,NA
BD2-11_terrestrial_group,79,0.000851515151515152,0.0163962962962963,0.0175352380952381,-4.36408100869529,-4.26719395507192,0.0968870536233665,0.0007972731198327,0.998604234436492,-0.0842968431685607,3.12299831148888e-05,-0.0850941162883934,2.90170508339127e-05,13.52880065325,0.120476302226841,7.29339949219098e-06,3.37799555427793e-05,CoralCCA
PAUC43f_marine_benthic_group,59,6.06060606060606e-05,0.00344814814814815,0.00297904761904762,-5.61924530411232,-5.83021587986642,-0.210970575754096,-0.00381588571917311,0.864942730486184,-0.0433737945256826,5.11519034684937e-06,-0.0395579088065095,3.419873939281e-05,14.8885260836965,0.0291746566375149,2.59477678714735e-06,1.90283631057472e-05,CoralCCA
Halanaerobiia,3,0,7.96296296296296e-05,0,0,-Inf,-Inf,-0.00207914497865849,0.252957495673866,-0.00207914497865849,0.345576141644676,9.81977396222585e-19,1,1.58195016788721,9.53814576812931e-05,0.21123609458716,0.274791301809896,NA
Hydrogenedentia,11,9.09090909090909e-06,6.11111111111111e-05,5.9047619047619e-05,-2.69938241135805,-2.74893823583228,-0.0495558244742323,0.000567128222098303,0.932696983403484,-0.00115096082587228,0.802268326056355,-0.00171808904797058,0.616471166953594,0.444151893818238,4.00789185296075e-05,0.642766146810506,0.665452010815583,NA
Latescibacteria,1,6.06060606060606e-06,0,0,Inf,Inf,0,6.12617251350044e-19,1,0.000524875545423152,0.237982212795771,0.000524875545423152,0.24159693963228,1.63594470046082,4.62711995959396e-06,0.200506326547499,0.271619271883407,NA
Latescibacterota_cl,1,6.06060606060606e-06,0,0,Inf,Inf,0,3.80460309971798e-19,1,0.000524875545423154,0.237982212795769,0.000524875545423153,0.241596939632278,1.63594470046083,4.62711995959399e-06,0.200506326547497,0.271619271883407,NA
bacteriap25,51,0,0.00211481481481481,0.00248571428571429,-Inf,-Inf,0.23312914059175,0.00193189368907321,0.956594793319529,-0.034530235828536,7.2447301357137e-05,-0.0364621295176092,3.06234637684755e-05,12.8973042699515,0.021212242416897,1.18833168052778e-05,4.5466603428889e-05,CoralCCA
Myxococcia,72,0.00199393939393939,0.00119814814814815,0.00243809523809524,-0.290132922844452,0.734815254547749,1.0249481773922,0.00458160208603485,0.794167205432861,0.0100544243766988,0.429044579466647,0.00547282229066393,0.778612061373019,0.784430021547452,0.00139329096189914,0.459474678168359,0.50616533480578,NA
Polyangia,86,0.0115212121212121,0.00675185185185185,0.00693904761904762,0.731482935213439,0.770937353414433,0.0394544182009934,-0.00925688614556719,0.664257941929312,0.0229656114070812,0.150283729238191,0.0322224975526484,0.0273046372749712,3.49769584123401,0.0142491205973331,0.0344439836188021,0.0663979787150516,Limu
NB1-j_cl,84,0.00341818181818182,0.00457962962962963,0.00437714285714286,-0.356760331939651,-0.422001789186129,-0.0652414572464787,-0.00762590548905492,0.604467769182082,-0.0139120976276494,0.279579744684168,-0.00628619213859452,0.770027353092399,1.23166854578547,0.0027633426567487,0.296676104258655,0.367711227813544,NA
Nitrospinia,1,0,0,0.000224761904761905,-Inf,0,Inf,0.00253745522554208,0.480985450674685,3.34295669849697e-19,1,-0.00253745522554208,0.572018342781445,0.825426944971541,0.000140543208751726,0.441336377019746,0.50616533480578,NA
P9X2b3D02,46,3.03030303030303e-06,0.00103518518518519,0.00124571428571429,-8.68329542719041,-8.41621109003818,0.267084337152238,0.000149585481084971,0.999484125280719,-0.0241148220403203,0.000115247762909831,-0.0242644075214052,0.000113778056087588,11.5814659518609,0.00982733380367774,3.34367711492202e-05,0.000113170610043515,CoralCCA
BMS9AB35,3,0,9.25925925925926e-05,0,0,-Inf,-Inf,-0.00220264980361281,0.265849577912218,-0.0022026498036128,0.359173365367894,5.63785129692462e-18,1,1.52362016469766,0.000107049666181651,0.223488695111805,0.285029060432447,NA
Nitrospiria,64,0.000115151515151515,0.00542037037037037,0.00662476190476191,-5.84626330555533,-5.55678613416015,0.289477171395183,0.00101969719287644,0.99450610331749,-0.054498118117068,2.90756360888933e-05,-0.0555178153099444,2.27956809977226e-05,13.7629122777974,0.0508268934228259,6.09416370127985e-06,3.15462591595663e-05,CoralCCA
Thermodesulfovibrionia,1,1.81818181818182e-05,0,0,Inf,Inf,0,-8.45311991424958e-19,1,0.000909151526063206,0.237982212795767,0.000909151526063207,0.241596939632275,1.63594470046084,1.38825940736543e-05,0.200506326547495,0.271619271883407,NA
Gracilibacteria,2,0.000218181818181818,0,6.85714285714286e-05,1.66985139830767,Inf,Inf,0.00140026891335658,0.779977993755467,0.00315170809050572,0.383492577502905,0.00175143917714914,0.744000198964553,0.887691958105842,0.000136555903159228,0.415177183173606,0.500487563277772,NA
PAUC34f_cl,56,0,0.00377222222222222,0.00744190476190476,-Inf,-Inf,0.980257259715131,0.0148990855813636,0.337477338527482,-0.0480729192903795,0.000371714623512487,-0.0629720048717431,3.4221835351067e-06,14.1110231375971,0.0555207440141479,4.67177240544981e-06,3.11599971961916e-05,CoralCCA
BD7-11,11,2.12121212121212e-05,2.03703703703704e-05,5.14285714285714e-05,-1.2776811817982,0.0584166862253221,1.33609786802352,0.00129559831999822,0.57951497217345,0.000522734356157388,0.933489185579531,-0.000772863963840831,0.861862073664433,0.502612208339671,3.0014568480209e-05,0.606636170656376,0.635523607354299,NA
OM190,74,0.0036,0.000646296296296296,0.000577142857142857,2.64099653563548,2.47772927739613,-0.163267258239355,-0.00304482136872431,0.74895376510644,0.0366765930653965,4.94248086901905e-10,0.0397214144341208,4.38953984271961e-10,39.4407826891829,0.0246446975579137,5.00854825435321e-13,2.20376123191541e-11,Limu
Phycisphaerae,84,0.00626666666666667,0.00457222222222222,0.0033752380952381,0.892708980067586,0.454802731977168,-0.437906248090418,-0.0167449449289608,0.167959193846166,0.00703129761389584,0.780652631349209,0.0237762425428566,0.0671055624688374,2.97173634254278,0.00890042674913876,0.0562624196695147,0.101042712875863,NA
Pla3_lineage,24,0.000236363636363636,3.88888888888889e-05,7.61904761904762e-05,1.63332552228256,2.6035781788885,0.970252656605948,-0.000196564311650936,0.994276079824115,0.00881494351033795,0.000359992428512923,0.00901150782198888,0.000282718337757948,10.1337648053176,0.00133461549580141,0.000107341807298932,0.000337359965796644,Limu
Pla4_lineage,1,0,0,6.85714285714286e-05,-Inf,0,Inf,0.00140026891335658,0.480985450674686,-8.07128283961431e-19,1,-0.00140026891335658,0.572018342781446,0.825426944971538,4.27992327991079e-05,0.441336377019747,0.50616533480578,NA
Planctomycetes,91,0.0358575757575758,0.0352648148148148,0.0263257142857143,0.445805278558593,0.0240484906972718,-0.421756787861322,-0.0337423642036808,0.0871781946551651,0.00068786041863092,0.999191474871443,0.0344302246223117,0.142608017889203,2.86616803694923,0.0252444432080064,0.0621259969025712,0.107197798576986,NA
Planctomycetota_unclassified,17,3.03030303030303e-05,0.000133333333333333,2.28571428571429e-05,0.406816992473876,-2.13750352374993,-2.54432051622381,-0.00353298823449479,0.126587875503358,-0.00218102498407762,0.538385956791372,0.00135196325041717,0.789215609823205,1.9610658032284,0.00022475460194145,0.146674832486131,0.226445355417184,NA
Poribacteria_cl,41,0,0.00138888888888889,0.00240761904761905,-Inf,-Inf,0.793675947291206,0.00927488744711755,0.359552122467285,-0.0245209247207395,0.00562605646865932,-0.0337958121678571,0.000100256810015908,9.71341932356054,0.0157425900926646,0.000151474510673496,0.000444325231308921,CoralCCA
Alphaproteobacteria,93,0.375445454545455,0.317411111111111,0.252100952380952,0.574601757002967,0.242250694177253,-0.332351062825714,-0.081591895820822,0.137250762910189,0.0750374096662743,0.271046407877571,0.156629305487096,0.00493687626709793,5.35818572257824,0.341266385706454,0.00633008783550369,0.0139261932381081,Limu
Gammaproteobacteria,93,0.202251515151515,0.136905555555556,0.257681904761905,-0.349440719613665,0.562969518942683,0.912410238556349,0.154401907523874,0.00128692315345735,0.0927431832288149,0.138738268018221,-0.0616587242950586,0.415706087324909,6.71732509448214,0.427719876561135,0.00190959238283964,0.00480126084828253,Coral
Proteobacteria_unclassified,49,0.000596969696969697,0.00297592592592593,0.00116761904761905,-0.967840045926736,-2.3176090114137,-1.34976896548697,-0.00755683687529905,0.668159787930932,-0.00528998871989538,0.858460765054015,0.00226684815540367,0.972606608709131,0.382834403398727,0.00105455185372503,0.683030945491519,0.698915386084345,NA
SAR324_clade(Marine_group_B)_cl,4,0,4.44444444444444e-05,2.28571428571429e-05,-Inf,-Inf,-0.959358015502654,0.000239850053617482,0.978153074968366,-0.00111140762094414,0.695526525292839,-0.00135125767456162,0.588819759732707,0.518517500803532,2.64164082669904e-05,0.597170319196811,0.635523607354299,NA
Leptospirae,14,5e-04,0,8.95238095238095e-05,2.48158476087585,Inf,Inf,0.00160015596327416,0.793285580933727,0.0140660714144781,8.15242943641437e-06,0.0124659154512039,8.32985706497036e-05,13.9427179839136,0.00300628121475469,5.31136315844175e-06,3.11599971961916e-05,Limu
Spirochaetia,63,7.27272727272727e-05,0.00411296296296296,0.00412190476190476,-5.82467088479799,-5.82153779402081,0.00313309077718019,-0.000362214250942079,0.998948937417054,-0.0494144208766272,3.30757821687122e-06,-0.0490522066256851,4.3456543494802e-06,16.6788389139487,0.0407179638076683,6.89341754970068e-07,5.62115944180558e-06,CoralCCA
Chlamydiae,31,6.66666666666667e-05,0.000109259259259259,0.0044,-6.04439411935845,-0.712718047919529,5.33167607143893,0.0279998970282168,0.00601192876369061,-0.00022259359773021,0.999732119391942,-0.028222490625947,0.0180053860664472,6.18295645186356,0.0172170310608628,0.00304734448697039,0.00724773823928093,Coral
Kiritimatiellae,6,9.09090909090909e-06,0.000244444444444444,0,Inf,-4.74893823583228,-Inf,-0.00531456758081602,0.0506974700726917,-0.00467172180487588,0.164693537818773,0.000642845775940135,0.965908930858585,3.22454787473155,0.000571955084439218,0.0444115275313185,0.0814211338074172,NA
Lentisphaeria,1,5.15151515151515e-05,0,0,Inf,Inf,0,3.26981607574997e-21,1,0.00153051721154606,0.237982212795769,0.00153051721154606,0.241596939632277,1.63594470046083,3.93436381098721e-05,0.200506326547497,0.271619271883407,NA
Verrucomicrobiae,90,0.031169696969697,0.0159037037037037,0.00623619047619048,2.32140723018597,0.970781345298699,-1.35062588488727,-0.0424029663941315,0.00460364252179757,0.0496738517387651,0.00348319695808075,0.0920768181328966,6.17530206969974e-08,19.1129423381887,0.11556898931296,1.20783118981414e-07,1.5184163529092e-06,CCALimu
WPS-2_cl,23,0.00026969696969697,3.88888888888889e-05,9.90476190476191e-05,1.44514511113297,2.79390939099265,1.34876427985968,0.00186424489406781,0.675457659368477,0.00751230425362633,0.00994921795522707,0.00564805935955852,0.0705346650122448,4.5952541751134,0.000791814539748675,0.01258223243587,0.0257496849850363,Limu
Eukaryota_unclassified,3,0,7.59259259259259e-05,0,0,-Inf,-Inf,-0.00240489956123482,0.141103915146508,-0.00240489956123482,0.219453084937242,-5.63165585593899e-18,1,2.27320755875431,0.000127611053527263,0.108864161540511,0.180755588972923,NA
