"featureID","p_val","sum_sq","f_val","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","VSURF_score","MeanDecreaseAccuracy","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","Smiles","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","cluster.index","componentindex","number.of.spectra","parent.mass","precursor.charge","precursor.mass","sum.precursor.intensity.","MolNetEnhancer_CF_componentindex","MolNetEnhancer_CF_NrNodes","MolNetEnhancer_CF_kingdom","MolNetEnhancer_CF_kingdom_score","MolNetEnhancer_CF_superclass","MolNetEnhancer_CF_superclass_score","MolNetEnhancer_CF_class","MolNetEnhancer_CF_class_score","MolNetEnhancer_CF_subclass","MolNetEnhancer_CF_subclass_score","MolNetEnhancer_CF_Dparent","MolNetEnhancer_CF_Dparent_score","MolNetEnhancer_CF_MFramework","MolNetEnhancer_CF_MFramework_score","Qemistree_csi_smiles","Qemistree_ms2_smiles","Qemistree_ms2_library_match","Qemistree_structure_source","Qemistree_kingdom","Qemistree_superclass","Qemistree_class","Qemistree_subclass","Qemistree_direct_parent","sample_class"
"id_13657",2.99811371326909e-12,0.00247177726232882,35.0027629429581,-0.000303741066520541,0.972070890075969,0.0114221459292821,3.00009350695518e-10,0.0117258869958026,1.49667611637483e-10,4.16343784355816e-05,0.00110595174456644,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""13657.0"""",""""main.cluster index_upperinput"""":""""13657.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=236&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.6018,0.6018,0,"N/A","N/A",91608830,17,13657,236,17,234.8264,1,234.8264,91608830,"236",2,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","Limu"
"id_14",3.37340583529575e-16,0.134213003433427,51.9550243026892,0.0368708884249915,4.46640188512815e-05,0.0960114071905742,1.21453291868079e-10,0.0591405187655826,1.32566013721913e-08,0.00473487194887375,0.00126389071998828,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""14.0"""",""""main.cluster index_upperinput"""":""""14.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.519,0.519,0,"N/A","N/A",17219670000,112,14,85,112,241.9996,1,241.9996,17219670000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified","Limu"
"id_1410",1.09271827340427e-14,0.00472879434946107,45.1042314262421,0.00708759000307121,9.99470784415202e-05,0.0180232718797173,1.21458842983202e-10,0.0109356818766461,1.47246492776532e-07,0.00142458724189908,0.00310899941362072,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1410.0"""",""""main.cluster index_upperinput"""":""""1410.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5201,0.5201,0,"N/A","N/A",302085600,75,1410,-1,75,395.96,1,395.96,302085600,"S158",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified","Limu"
"id_146",0.000302161750767495,0.00439369027452871,8.79836022208482,0.000137842907757263,0.999175061362199,0.0155221170619304,0.000865346689460478,0.0153842741541731,0.000710229088857428,8.38027740739593e-05,0.00116624351624352,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""146.0"""",""""main.cluster index_upperinput"""":""""146.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=380&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.5359,5.5359,0,"N/A","N/A",693957800,75,146,380,75,544.3405,1,544.3405,693957800,"380",24,"Organic compounds",1,"Lipids and lipid-like molecules",0.76101191,"Glycerophospholipids",0.48531746,"Glycerophosphocholines",0.42876984,"2-acyl-sn-glycero-3-phosphocholines",0.25362103,"Aliphatic acyclic compounds",0.49573413,"CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines","Limu"
"id_1491",5.67966672853861e-15,0.000804224226069681,46.3570614936578,-0.000663765599149551,0.578861895408259,0.0062211958561019,1.26534782651788e-10,0.00688496145525145,1.21478826997645e-10,0.000142731882203027,0.00123390663390663,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1491.0"""",""""main.cluster index_upperinput"""":""""1491.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.8133,5.8133,0,"N/A","N/A",22680790,20,1491,165,20,425.2689,1,425.2689,22680790,"165",12,"Organic compounds",1,"Lipids and lipid-like molecules",0.6817791,"Prenol lipids",0.40436508,"",0.17585979,"Sesquiterpenoids",0.13769841,"Aromatic heteropolycyclic compounds",0.2462963,"CC1=C(CO)C(=O)OC(C1)C(C)C2CCC3C4CC=C5C=CC(=O)C5(C)C4CCC23C","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones","Steroid lactones","Limu"
"id_15072",7.79253854269907e-13,0.0231828175908997,37.3245638422483,0.0327431165484712,1.23519194872301e-10,0.00674352120637607,0.314546440042447,-0.0259995953420951,2.71465472656551e-07,4.56003419390794e-05,0.00279964155885208,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""15072.0"""",""""main.cluster index_upperinput"""":""""15072.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.4263,5.4263,0,"N/A","N/A",793450000,47,15072,147,47,490.3746,1,490.3746,793450000,"147",41,"Organic compounds",0.87804878,"Organoheterocyclic compounds",0.2188734,"Purine nucleosides",0.13519164,"",0.207259,"Purine nucleosides",0.08278165,"Aromatic heteropolycyclic compounds",0.42266744,"C(CCCCCCCCC(=O)O)CCCCCCCC(=NCCOCCOCCOCCO)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","Coral"
"id_15102",7.52378845728441e-11,0.00666566569426364,29.6968713728974,0.0173818528054874,3.56942031487506e-10,0.00297591845745117,0.533738088656156,-0.0144059343480362,1.94281574406041e-06,1.51472116025704e-05,0.00185756309445334,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""15102.0"""",""""main.cluster index_upperinput"""":""""15102.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.2093,5.2093,0,"N/A","N/A",266962000,40,15102,147,40,562.3747,1,562.3747,266962000,"147",41,"Organic compounds",0.87804878,"Organoheterocyclic compounds",0.2188734,"Purine nucleosides",0.13519164,"",0.207259,"Purine nucleosides",0.08278165,"Aromatic heteropolycyclic compounds",0.42266744,"C=CC(CC(C(CC1CCCCC1)N=C(C(CC2=CN=CN2)N=C(CCC3=CNC4=C3C=CC=C4)O)O)O)C(C)C","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified","Coral"
"id_15368",1.64211594405884e-16,0.0281110971786876,53.433668457831,0.0353440124407859,1.2145739969327e-10,0.00492633931037331,0.480466193479146,-0.0304176731304126,3.04195335587565e-10,0.00093854604448345,0.00661938630666918,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""15368.0"""",""""main.cluster index_upperinput"""":""""15368.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.255,8.255,0,"N/A","N/A",790929400,56,15368,-1,56,373.2115,1,373.2115,790929400,"S987",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","Coral"
"id_15539",1.77683030819082e-20,0.0151795489219979,74.1586795861586,0.0261364773870553,1.21437304656524e-10,0.00416716818410631,0.262654473605297,-0.021969309202949,1.22060361817944e-10,0.00134493959201472,0.00801373817426449,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""15539.0"""",""""main.cluster index_upperinput"""":""""15539.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2542,8.2542,0,"N/A","N/A",392774500,56,15539,-1,56,441.1995,1,441.1995,392774500,"S1010",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","Coral"
"id_1568",2.45777339296921e-09,0.000895156490976303,24.3291501992314,0.00364532973596966,0.000803295177792762,0.00780564786970383,1.29287147654367e-09,0.00416031813373417,0.000746241686921167,0.000582838285177207,0.00149194590773538,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1568.0"""",""""main.cluster index_upperinput"""":""""1568.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5201,0.5201,0,"N/A","N/A",133963700,85,1568,85,85,164.0668,1,164.0668,133963700,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified","Limu"
"id_1602",1.01222951816531e-10,0.00175926847089951,29.2253970461801,0.00840608087343014,2.488579120552e-09,-9.90880195002189e-06,0.999973818855075,-0.00841598967538016,9.71721672016201e-08,6.94969310718666e-05,0.00201117306236237,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1602.0"""",""""main.cluster index_upperinput"""":""""1602.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.612,0.612,0,"N/A","N/A",45842740,30,1602,85,30,177.0072,1,177.0072,45842740,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"CN=NC(=O)N=NC=S(=O)=O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified","Coral"
"id_16116",4.76410334432209e-20,0.0076120031453125,71.7335762758942,0.0183673298410868,1.21440413280993e-10,0.00248388609939295,0.397936352896216,-0.0158834437416938,1.21962662191777e-10,0.000477775883585544,0.00466377108520127,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""16116.0"""",""""main.cluster index_upperinput"""":""""16116.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2561,8.2561,0,"N/A","N/A",191778100,54,16116,-1,54,509.1865,1,509.1865,191778100,"S1041",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CC(=NC1=CC=C(C2=NC=C(C=C2)C(=NCC(=NC(CC3=CN=CN3)C(=NCC(=O)O)O)O)O)N=C1)O","missing","missing","CSIFingerID","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","Coral"
"id_1649",1.28673429233712e-14,0.0031449410530549,44.7938640942181,0.00608755858162791,4.34934382275154e-05,0.0146927458314498,1.21459509117017e-10,0.00860518724982194,4.03983147045928e-07,0.00526374850545963,0.0035962036094299,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1649.0"""",""""main.cluster index_upperinput"""":""""1649.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5208,0.5208,0,"N/A","N/A",157278500,64,1649,85,64,214.0048,1,214.0048,157278500,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified","Limu"
"id_166",8.25916741690555e-06,0.0283225605513394,13.1875154239055,0.034477966078653,2.82226377749106e-05,0.0347105560813454,0.000305667727852232,0.000232590002692469,0.999575893207017,0.000178758247791817,0.0031027852741079,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""166.0"""",""""main.cluster index_upperinput"""":""""166.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=380&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","Spectral Match to Lyso-PC(16:0) from NIST14","0.969326",5.7755,5.7755,0,"N/A","CCMSLIB00003136336",2733021000,91,166,380,91,496.3405,1,496.3405,2733021000,"380",24,"Organic compounds",1,"Lipids and lipid-like molecules",0.76101191,"Glycerophospholipids",0.48531746,"Glycerophosphocholines",0.42876984,"2-acyl-sn-glycero-3-phosphocholines",0.25362103,"Aliphatic acyclic compounds",0.49573413,"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","Spectral Match to Lyso-PC(16:0) from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines","Coral"
"id_1719",6.49601401362998e-07,0.00256707175189032,16.4839884341715,0.0113826372800034,3.3082885964042e-07,0.0070519852962092,0.00819122979700937,-0.0043306519837942,0.138917292926981,0.00225672666854053,0.000994913151010712,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1719.0"""",""""main.cluster index_upperinput"""":""""1719.0""""}","This Node is a Singleton","N/A","Spectral Match to 19(20)-EpDPE from NIST14","0.747446",6.1618,6.1618,0,"N/A","CCMSLIB00003136864",168661600,62,1719,-1,62,327.2322,1,327.2322,168661600,"S178",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CC#CC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C)O","missing","Spectral Match to 19(20)-EpDPE from NIST14","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified","Coral"
